tensor_type,bin_left,bin_right,density,count,in_range_count,total_sampled_count,plot_range_low,plot_range_high
post-GELU,1.5493367073628939,1.5682301931306606,0.0035356242898826828,20,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.5682301931306606,1.5871236788984273,0.0035356242898826828,20,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.5871236788984273,1.606017164666194,0.004242749147859219,24,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.606017164666194,1.6249106504339608,0.005480217649318158,31,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.6249106504339608,1.6438041362017273,0.004065967933365133,23,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.6438041362017273,1.662697621969494,0.002298155788423744,13,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.662697621969494,1.6815911077372607,0.003889186718870951,22,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.6815911077372607,1.7004845935050275,0.0037124055043768166,21,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.7004845935050275,1.7193780792727942,0.0031820618608944147,18,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.7193780792727942,1.738271565040561,0.002651718217412012,15,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.738271565040561,1.7571650508083276,0.0015910309304472074,9,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.7571650508083276,1.7760585365760944,0.0015910309304472074,9,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.7760585365760944,1.794952022343861,0.0024749370029178777,14,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.794952022343861,1.8138455081116278,0.0024749370029178777,14,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.8138455081116278,1.8327389938793945,0.0012374685014589389,7,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.8327389938793945,1.8516324796471613,0.0019445933594354754,11,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.8516324796471613,1.870525965414928,0.002298155788423744,13,299400,300000,-0.1699704975038767,2.0972477946281285
post-GELU,1.870525965414928,1.8894194511826947,0.0021213745739296097,12,299400,300000,-0.1699704975038767,2.0972477946281285
